{'global': {'threads': 16, 'cuda': True, 'batch_size': 512, 'max_tokens': 20, 'visual_feature_size': 768, 'cosine_annealing_steps': 1, 'dexter': False, 'clap': True, 'palmtree': True, 'interval': 4, 'decoder_type': 'lord', 'no_combo': False}, 'COMBO': {'learning_rate': 5e-05, 'epochs': 80, 'max_grad_norm': 1, 'weight_decay': 0.01, 'warmup_percent': 1.0, 'Dexter2Seq': {'patches': 16, 'dim_inter': 32}, 'Clap2Seq': {'patches': 16, 'dim_inter': 48}, 'PalmtreeSeq': {'size': 50, 'emb_size': 128}, 'CoCa': {'unimodal_depth': 6, 'multimodal_depth': 6, 'dim_head': 24, 'head': 32, 'feedforward_factor': 4, 'dropout': 0, 'final_mlp_depth': 1, 'caption_loss_weight': 1.0, 'contrastive_loss_weight': 1.0, 'num_img_queries': 63}}, 'LORD': {'learning_rate_combo': 1e-05, 'learning_rate_lord': 5e-05, 'epochs': 80, 'max_grad_norm': 1, 'weight_decay': 0.01, 'warmup_percent': 1.0, 'LORD': {'depth': 12, 'head': 32, 'feedforward_factor': 4, 'dropout': 0.1, 'final_mlp_depth': 1, 'loss_type': 'smooth'}}}
<shared-project-root>/baselines/blens/inferenceCOMBO.py:37: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  combo.load_state_dict(torch.load(os.path.join(directoryXP, f"COMBO-Function-0")))
target: ngx_http_upstream_zone_copy_peer
output: ngx_http_upstream_zone_copy_peer
target: ngx_http_user_id_addition
output: ngx_http_user_id_addition
target: ngx_http_user_id_create_configuration
output: ngx_http_variable_server
target: ngx_http_user_id_create_uid
output: ngx_http_user_id_create_uid
target: ngx_http_user_id
output: ngx_http_user_id
target: ngx_http_user_id
output: elf_symbol
target: ngx_http_user_id_filter
output: ngx_http_user_id_filter
target: ngx_http_user_id_get_uid
output: ngx_http_user_id_get_uid
target: ngx_http_user_id_got_variable
output: ngx_http_user_id_got_variable
target: ngx_http_user_id_initialise
output: initialise_dwarf_register_names_390
target: ngx_http_user_id_initialise_worker
output: decode_pair_fd
target: ngx_http_user_id_mark
output: lua_get_tr
target: ngx_http_user_id_merge_configuration
output: debug_record_line
target: ngx_http_user_id_3
output: ngx_http_user_id_3
target: ngx_http_user_id_path
output: ngx_http_user_id_path
target: ngx_http_user_id_reset_variable
output: bb
target: ngx_http_user_id_set_variable
output: ngx_http_user_id_set_variable
target: ngx_http_user_id_variable
output: ngx_http_user_id_variable
target: ngx_http_abort_request
output: zn_5_color_2_event
target: ngx_http_cache
output: ngx_http_cache
target: ngx_http_cache_key
output: ngx_http_core_io
target: ngx_http_create_key
output: ngx_http_create_key
target: ngx_http_create_location_configuration
output: ngx_http_core_create_location_configuration
target: ngx_http_create_main_configuration
output: ngx_http_create_main_configuration
target: ngx_http_create_request
output: ngx_http_create_request
target: ngx_http_finalize_request
output: zn_5_color_2_event
target: ngx_http_handler
output: ngx_http_handler
target: ngx_http_initialise_pa_rams
output: ngx_http_initialise_pa_rams
target: ngx_http_input_filter_initialise
output: ngx_http_upstream_process_limit
target: ngx_http_merge_location_configuration
output: ngx_http_merge_location_configuration
target: ngx_http_pass
output: end_use_class
target: ngx_http_pass
output: ngx_http_fast_split_path_information
target: ngx_http_process_header
output: ngx_http_process_header
target: ngx_http_process_status_line
output: ngx_http_process_status_line
target: ngx_http_re_initialise_request
output: ngx_http_upstream_ip_hash
target: ngx_http_ssl_configuration_command_check
output: curl_rc_initialise
target: ngx_http_ssl_file
output: parse_in_decimal
target: ngx_http_store
output: ngx_http_store
target: ngx_http_valid
output: ngx_http_valid
target: ngx_http_validate_host
output: ngx_http_validate_host
target: ngx_http_variable_argument
output: ngx_http_variable_argument
target: ngx_http_variable_ascii
output: lua_realloc
target: ngx_http_variable_binary_remote_address
output: archive_entry_device_is_set
target: ngx_http_variable_body_bytes
output: ngx_http_variable_body_bytes
target: ngx_http_variable_bytes
output: ngx_http_variable_bytes
target: ngx_http_variable_connection
output: ngx_http_variable_bytes
target: ngx_http_variable_connection
output: ngx_http_variable_connection
target: ngx_http_variable_connection_time
output: ngx_http_variable_connection_time
target: ngx_http_variable_content_length
output: ngx_http_variable_content_length
target: ngx_http_variable_cookie
output: ngx_http_variable_cookie
target: ngx_http_variable
output: print_path
target: ngx_http_variable
output: ngx_http_variable_request_length
target: ngx_http_variable_decode_base_64
output: ngx_http_variable_server_address
target: ngx_http_variable_root
output: ngx_http_variable_root
target: ngx_http_variable
output: lua_connection
target: ngx_http_variable_escape
output: ngx_http_variable_server_address
target: ngx_http_variable_full_request
output: sq_lite_3_resolve_order_group_by
target: ngx_http_variable_header
output: curl_easy_set_option_error_ssl_context_callback
target: ngx_http_variable_headers_internal
output: ngx_http_proxy_copy_filter
target: ngx_http_variable_host
output: archive_entry_set_is_data
target: ngx_http_variable_host_comment
output: binary_canonicalize_symtab
target: ngx_http_variable_host_name
output: lua_fix
target: ngx_http_variable
output: ngx_http_variable_request_length
target: ngx_http_variable_12
output: archive_write_initialise
target: ngx_http_variable_http
output: curl_is_insert_next
target: ngx_http_variable_is_argument
output: archive_entry_sparse_next
target: ngx_http_variable_md_5
output: ngx_http_variable_server_address
target: ngx_http_variable
output: ngx_http_variable_request_length
target: ngx_http_variable
output: ngx_http_variable_request_length
target: ngx_http_variable_ec
output: ngx_http_variable_ec
target: ngx_http_variable_version
output: lua_connection
target: ngx_http_variable_request
output: sq_lite_3_create_key
target: ngx_http_variable_pid
output: ngx_http_variable_pid
target: ngx_http_variable_pipe
output: lua_set
target: ngx_http_variable_proxy_address
output: ngx_http_variable_request_body_file
target: ngx_http_variable_proxy
output: ngx_http_variable_proxy
target: ngx_http_variable_proxy
output: ngx_http_variable_proxy
target: ngx_http_variable_real_path_root
output: ngx_http_variable_real_path_root
target: ngx_http_variable_remote_address
output: lua_fix
target: ngx_http_variable_remote
output: ngx_http_variable_remote
target: ngx_http_variable_remote_user
output: ngx_http_variable_remote_user
target: ngx_http_variable_request
output: read_3_bytes
target: ngx_http_variable_request_body
output: ngx_http_variable_request_body
target: ngx_http_variable_request_body_file
output: archive_entry_hard_link
target: ngx_http_variable_request_completion
output: initialise
target: ngx_http_variable_request_file_name
output: ngx_http_variable_request_file_name
target: ngx_http_variable_request_get_size
output: ngx_http_variable_request_get_size
target: ngx_http_variable_request_get_time
output: ngx_http_variable_request_get_size
target: ngx_http_variable_request_id
output: ngx_http_variable_request_id
target: ngx_http_variable_request_length
output: ngx_http_variable_request_length
target: ngx_http_variable_request_line
output: array
target: ngx_http_variable_request_method
output: action_process
target: ngx_http_variable_request_set_time
output: pcre_2_get_number_of_codes
target: ngx_http_variable_request_time
output: ngx_http_variable_request_time
target: ngx_http_variable
output: sq_lite_3_timestamp_3_seg_reader_cursor
target: ngx_http_variable
output: ngx_http_variable_request_length
target: ngx_http_variable_connection
output: sq_lite_3_timestamp_3_get_variable_integer_32
target: ngx_http_variable_content_length
output: ngx_http_variable_content_length
target: ngx_http_variable_content_type
output: curl_ssl_set_engine
target: ngx_http_variable_cookie
output: ngx_http_charset_map
target: ngx_http_variable_keep
output: ngx_http_variable_keep
target: ngx_http_variable_last
output: ngx_http_variable_last
target: ngx_http_variable_location
output: tg_integer_constant
target: ngx_http_variable_transfer_encoding
output: curl_connection_cf_is_ssl
target: ngx_http_variable_server_address
output: ngx_http_variable_server_address
target: ngx_http_variable_server_name
output: lua_fix
target: ngx_http_variable_server
output: ngx_http_variable_server
target: ngx_http_variable_set_argument
output: lua_fix
target: ngx_http_variable_set_limit
output: ngx_http_variable_set_limit
target: ngx_http_variable_status
output: ngx_http_variable_status
target: ngx_http_variable_information
output: ngx_http_variable_information
target: ngx_http_variable_time_http
output: ngx_http_variable_time_local
target: ngx_http_variable_time_iso
output: ngx_http_variable_time_local
target: ngx_http_variable_time_local
output: ngx_http_variable_time_local
target: ngx_http_variable_unix_time
output: ngx_http_variable_pid
target: ngx_http_variable_unknown_header
output: ngx_http_fast_split
target: ngx_http_variable_unknown_header_in
output: database
target: ngx_http_variable_unknown_header_out
output: get
target: ngx_http_variable_unknown_out
output: get
target: ngx_http_variable
output: ngx_http_variable_request_length
target: ngx_http_variable_2
output: node_new_any_character
target: ngx_http_addition_core_vars
output: ngx_http_upstream_initialise_keep_peer
target: ngx_http_initialise_vars
output: ngx_http_fast_process_header
target: ngx_http_wait_request_handler
output: ngx_http_wait_request_handler
target: ngx_http
output: pred
target: ngx_http_write_filter
output: ngx_http_upstream_process
target: ngx_http_write_filter_initialise
output: ngx_http_range_body_filter_initialise
target: ngx_http_write_request_body
output: ngx_http_write_request_body
target: ngx_http
output: ngx_http
target: ngx_pipe
output: mp_sort
target: ngx_inet_6_address
output: calculate_hash_key
target: ngx_inet_6_to
output: is_to_to_or
target: ngx_inet_6_to
output: ngx_inet_6_to
target: ngx_inet_addition_address
output: ngx_inet_addition_address
target: ngx_inet_address
output: sq_lite_3_utf_8_character_length
target: ngx_inet_get
output: archive_read_append_callback_data
target: ngx_inet_to
output: skip_stats
target: ngx_inet_resolve_host
output: ngx_http_upstream_server
target: ngx_inet_set
output: set
target: ngx_inet
output: sq_lite_3_value_blob
target: ngx_initialise_cycle
output: ngx_http_limit_request_initialise_zone
target: ngx_initialise
output: fd_elf_size_of_headers
target: ngx_initialise_set_process
output: bits_et_free
target: ngx_initialise_signals
output: watch_point_initialise
target: ngx_crypt
output: file_find
target: ngx_time
output: curl_easy_set_option_error_write_callback
target: ngx_local_time
output: curl_easy_set_option_error_write_callback
target: ngx_lin_ux_send_file_chain
output: fd_elf_get_synthetic_symtab
target: ngx_list_create
output: gl_linked_nx_create
target: ngx_list_delete
output: 2
target: ngx_list_push
output: ctf_variable_next
target: ngx_load_module
output: ngx_load_module
target: ngx_local_time
output: zn_6_engine_13_addition_move_epns_6_list
target: ngx_lock_fd
output: rush_database_unlock
target: ngx_log_abort
output: integer
target: ngx_log_error
output: string_to_range
target: ngx_log_error_core
output: argument_fmt_stream_print
target: ngx_log_initialise
output: list
target: ngx_log_insert
output: ngx_log_insert
target: ngx_log_open_default
output: fd_coff_internal_sym_entry_name
target: ngx_log_standard_error
output: fd_elf
target: ngx_log_standard_error
output: sq_lite_3_where_end
target: ngx_log_set_log
output: ngx_http_block
target: ngx_log_standard_error
output: integer
target: ngx_log_target
output: archive_write_disk_data
target: ngx_process_cycle
output: pr_value
target: ngx_process_exit
output: ngx_process_exit
target: ngx_set_env
output: write_line
target: ngx_md_5_body
output: ngx_md_5_body
target: ngx_md_5_final
output: archive_filter_64_encode_write
target: ngx_md_5_initialise
output: initialise_options
target: ngx_md_5_update
output: md_5_process_bytes
target: ngx
output: onig_lookup
target: ngx_memory_2_compare
output: gl_scratch_buffer_grow
target: ngx_hash_2
output: to_utf_8
target: ngx_next_temp_number
output: terminal
target: ngx_next_time
output: 
target: ngx_non
output: sq_lite_3_memory_used
target: ngx_open_and_status_file
output: ngx_open_and_status_file
target: ngx_open_cached_file
output: fd_elf_addition_dt_needed_tag
target: ngx_open_directory
output: ngx_http_variable_malloc
target: ngx_open_file_addition_event
output: ngx_open_file_addition_event
target: ngx_open_file_cache_cleanup
output: ngx_open_file_cache_cleanup
target: ngx_open_file_cache_initialise
output: ngx_http_upstream_copy_header_line
target: ngx_open_file_cache_tree_insert_value
output: ngx_open_file_cache_tree_insert_value
target: ngx_open_file_cache_remove
output: ngx_open_file_cache_remove
target: ngx_open_file_cleanup
output: ngx_open_file_cleanup
target: ngx_open_file_delete_event
output: ngx_open_file_delete_event
target: ngx_open_file
output: ngx_open_file
target: ngx_open_glob
output: ctf_link_empty_to_string
target: ngx_open
output: dump_re_location_set
target: ngx_open
output: process
target: ngx_open_temp_file
output: file_action
target: ngx_open_at_file
output: ngx_open_at_file
target: ngx_create_configuration
output: 
target: ngx_engine
output: ctf_next_copy
target: ngx_exit
output: zn_5_color_2_event
target: ngx_os_initialise
output: set_record
target: ngx_os_signal_process
output: curl_http_setup_connection
target: ngx_os_initialise
output: get_current_directory
target: ngx_os_status
output: curl_connection_cf_adjust_et
target: ngx_os_status
output: fd_write_section
target: ngx_output_chain
output: ngx_http_filter
target: ngx_output_chain_to_io_ec
output: ngx_http_geo_value
target: ngx_alloc
output: argument_fmt_stream_write
target: ngx_alloc_block
output: ngx_alloc_block
target: ngx_alloc
output: ngx_alloc
target: ngx_parse_address
output: ctf_dyn_hash_insert
target: ngx_parse_address
output: archive_entry_copy_flags_text
target: ngx_parse_http_time
output: version_etc
target: ngx_parse_offset
output: compare
target: ngx_parse_size
output: curl_easy_set_option_error_resolver_start_callback
target: ngx_parse_time
output: get_tag_name
target: ngx_parse_url
output: elf_86_64_finish_dynamic_symbol
target: ngx_pass_open
output: ngx_pass_open
target: ngx_pc_alloc
output: gl_linked_sorted_list_nx_addition
target: ngx_free
output: server_acl_user_find
target: ngx_pipe_action
output: addition_to_list
target: ngx_pipe_create_directory
output: make_time
target: ngx_pipe_create_path
output: ctf_link_de_count
target: ngx_pipe_do
output: 
target: ngx_pipe_get_last_time
output: zn_17_simple_file_input_3_get_event
target: ngx_pipe_log
output: make_node
target: ngx
output: ngx_http_upstream_initialise_keep
target: ngx_alloc
output: gl_linked_remove_at
target: ngx_cleanup_addition
output: gl_linked_nx_set_at
target: ngx_cleanup_file
output: ngx_poll_done
target: ngx_delete_file
output: ngx_poll_done
target: ngx_run_cleanup_file
output: server_acl_user_write
target: ngx_realloc
output: destination_subs
target: ngx_pre_initialise
output: curl_fd
target: ngx_process_create_configuration
output: ngx_http_upstream_initialise_random_peer
target: ngx_process_create_main_configuration
output: ngx_http_create_main_configuration
target: ngx_process_merge_configuration
output: set_string_number_error
target: ngx_process_process
output: ngx_http_upstream_initialise_zone
target: ngx_process_and
output: get_pattern
target: ngx_process_block
output: ngx_http_upstream_initialise_zone
target: ngx_process_handler
output: ngx_handler
target: ngx_process_cycle
output: program_filter_read
target: ngx_process_process_exit
output: ngx_worker_process_exit
target: ngx_process_set
output: function_empty
target: ngx_process_start
output: ngx_http_fast_process_header
target: ngx_proxy_get
